"Ticks","placeholder","Changers","Stayers"
712,,22546.170753318598,972917.7590609293
713,,22253.070533525453,976798.971959773
714,,22412.564715853176,980081.4348954192
715,,22121.201374547076,982071.1585759101
716,,21833.625756677964,971014.6781433857
717,,21549.788621841148,965145.8505153526
718,,21269.641369757213,968059.4447947766
719,,20993.136031950376,965023.9485736042
720,,21237.973996420493,957383.1248759235
721,,20961.88033446702,961055.1061166856
722,,20689.375890118936,954478.2939938207
723,,20878.259326459996,967305.4517371993
724,,20606.84195521602,961411.7150455315
725,,20867.4732409365,955834.6486198098
726,,20596.196088804318,956282.3281252119
727,,20770.73876170189,955572.0488441609
728,,20500.719157799766,951176.7028697799
729,,20234.209808748376,952297.0662966386
730,,19971.165081234638,951837.3299708366
731,,20290.243890994658,963411.6000635136
732,,20522.51945944168,953869.4410870445
733,,20255.726706468937,961300.0979160583
734,,20500.819541871733,946888.5453044652
735,,20773.372525457333,954636.6301681424
736,,20905.750205883047,955758.5065679245
737,,20633.97545320656,947525.6891948105
